policy_id,TARGET
policy_89288,0.08545393039534291
policy_23460,0.0909481932508729
policy_43809,0.08653705635288943
policy_65525,0.20139472187794055
policy_86829,0.06526758997461933
policy_7184,0.2894756348741869
policy_79862,0.17411633584257155
policy_35767,0.1523961355253495
policy_16584,0.09319164380368801
policy_89554,0.07645305970714164
policy_49763,0.31547148423252197
policy_95522,0.0717275466829036
policy_290,0.04251638709647603
policy_10909,0.02216438973581996
policy_16637,0.030566218418955158
policy_30989,0.032000308781335765
policy_19204,0.10392013045781703
policy_68894,0.2942889551384071
policy_28455,0.04672109884077717
policy_14253,0.09850619587128674
policy_55154,0.3013701194839436
policy_96941,0.021283710212992427
policy_64239,0.05300647725285162
policy_86185,0.08451548305338225
policy_40115,0.0473101479070076
policy_34094,0.07797244548537934
policy_36006,0.29617092791407573
policy_52858,0.22028508537040428
policy_92289,0.11115441736492455
policy_73025,0.11448947853875968
policy_40143,0.08578972900923641
policy_20864,0.09653247164502736
policy_32945,0.06792891942762339
policy_26966,0.04870177983098912
policy_33524,0.0727481997845567
policy_69025,0.06535508732308673
policy_42416,0.12205855824142844
policy_82735,0.053100339293320184
policy_51793,0.13382531565326802
policy_53164,0.22328271025541802
policy_22836,0.0733429801147776
policy_69395,0.1720329471842081
policy_84485,0.2607987620582958
policy_93277,0.23977175560853686
policy_14132,0.05341878164557741
policy_55179,0.13606461082783308
policy_70433,0.19144345506567745
policy_77792,0.09866714650656849
policy_12110,0.10995024072828409
policy_79358,0.15565194443741218
policy_2955,0.12454925929344203
policy_13388,0.02334209501253797
policy_92879,0.07199299263800499
policy_67698,0.14365368737750894
policy_36187,0.2526141214893183
policy_24018,0.09096744449326444
policy_42597,0.15376419124615057
policy_23819,0.1979312238119373
policy_25920,0.29706483501451303
policy_6484,0.10378472391612731
policy_42072,0.20124639811773457
policy_97714,0.06291660614300792
policy_503,0.06040809894882634
policy_90327,0.20594802193202735
policy_33401,0.14507840317735776
policy_51313,0.2311262011085523
policy_41750,0.169145753258901
policy_3187,0.2252208937914837
policy_61772,0.1717384503430264
policy_24435,0.06742093961504161
policy_40505,0.051790377783350224
policy_33371,0.05267480083054639
policy_97519,0.08263323678651259
policy_5361,0.18803736792242973
policy_28073,0.11109239601286125
policy_59397,0.25231086178552675
policy_94333,0.036695411108415225
policy_33013,0.027453218608540924
policy_38194,0.2917414049802546
policy_93556,0.07593412776724494
policy_1662,0.0683764154408915
policy_28788,0.05583339971249885
policy_60605,0.067374234456032
policy_79604,0.06884264977328768
policy_23596,0.20253057781556622
policy_30602,0.07763972309682608
policy_75469,0.12999356237731288
policy_1157,0.04623935589076597
policy_43747,0.13104608853654715
policy_87691,0.15114777531997017
policy_63070,0.22827808688284332
policy_9761,0.11181023415937291
policy_92064,0.15006650084209855
policy_65118,0.12202240428392414
policy_10697,0.038929809359885194
policy_49632,0.023064787547100257
policy_54833,0.11790108825544994
policy_43701,0.18391805478783715
policy_5874,0.13244096881590078
policy_15114,0.01907823267219499
policy_58057,0.1229138127097792
policy_99547,0.0313983697711129
policy_79325,0.2940674312647112
policy_17835,0.1806504138642084
policy_9698,0.02786348891868589
policy_66060,0.04511943603712777
policy_1281,0.06829873062549782
policy_64783,0.3942333632714884
policy_8481,0.0320324445053737
policy_63150,0.28024700747532344
policy_51099,0.0805152618693838
policy_80069,0.14335901022298164
policy_38862,0.050260478553507654
policy_24643,0.1522345209440916
policy_55844,0.08370055906271712
policy_49734,0.18725125359263628
policy_30895,0.08878997482832897
policy_11243,0.09594782133567366
policy_27333,0.04048489185031524
policy_3821,0.24617459021113466
policy_88655,0.07264042815175369
policy_98002,0.03454074124727032
policy_60568,0.1440903372655281
policy_86904,0.16679747292641334
policy_82956,0.19823210133777147
policy_80528,0.16622210965770368
policy_17072,0.026239635541331362
policy_16052,0.16273863280357193
policy_48533,0.21247453917053336
policy_32477,0.07460823326981227
policy_19198,0.16079393675224735
policy_18669,0.1736343310051105
policy_26397,0.42462874293179204
policy_2832,0.166070918755431
policy_68,0.17291138808267378
policy_71543,0.01915642938113402
policy_39993,0.04797961292506999
policy_73254,0.2452788688825181
policy_15798,0.04868287817798248
policy_1748,0.06896311027198444
policy_3843,0.08776412025976887
policy_1469,0.11303553931374867
policy_10760,0.05980844867465736
policy_48,0.09271706056895919
policy_896,0.02250749492140619
policy_76844,0.06335555866353722
policy_56219,0.038641521507056055
policy_1329,0.26257462716816427
policy_97370,0.04219605872721877
policy_60734,0.04754056611694309
policy_98523,0.08733333107683168
policy_36944,0.05335161181890715
policy_21827,0.17744433540656127
policy_52884,0.4503995537285433
policy_74132,0.0504389609422977
policy_30380,0.11295633277374824
policy_89447,0.1345063133609907
policy_69831,0.0743524683271592
policy_85902,0.11403716651047074
policy_56176,0.27740541861403667
policy_96887,0.0390521153585403
policy_34053,0.02850027148249741
policy_96925,0.12138248860013084
policy_77271,0.13868494651183982
policy_84450,0.1129477279214202
policy_43359,0.1485255058092528
policy_95858,0.04608551380800703
policy_93327,0.2070672734267171
policy_35743,0.242591658211494
policy_30362,0.1245354670590453
policy_18179,0.1498399321763017
policy_70370,0.1480616046191583
policy_86114,0.1409797887640766
policy_36547,0.04436922985807611
policy_4135,0.3360194643414446
policy_6104,0.2454333697965567
policy_9411,0.11942351322357712
policy_22112,0.06629948982758653
policy_31283,0.11902417915018414
policy_50496,0.08921943253438097
policy_52380,0.14637379097561734
policy_75834,0.23834923908837882
policy_71443,0.07424122675442234
policy_38028,0.21760697555833244
policy_44811,0.14302355220158627
policy_2658,0.30536231906247724
policy_98312,0.07301355159211052
policy_69132,0.16787638537167168
policy_66718,0.07840843927749742
policy_49674,0.023185192751367864
policy_87504,0.08574932575615415
policy_16960,0.05093517195513872
policy_31601,0.07295765106215629
policy_77196,0.16109893313631587
policy_14461,0.03525319562320616
policy_63290,0.0615925958379069
policy_76083,0.1577438519671193
policy_24193,0.0220607615858226
policy_62824,0.25330476210794756
policy_32304,0.07480506853217947
policy_54778,0.5117397010900562
policy_99310,0.2142781049044634
policy_39488,0.0857624306699596
policy_61474,0.08411387818968667
policy_21477,0.025302123835748827
policy_14088,0.09142074984281642
policy_89897,0.07207400326809557
policy_7401,0.050610250423381395
policy_74976,0.14289144772764573
policy_80592,0.10361943351341225
policy_96997,0.04055198678333748
policy_26953,0.08571720836418109
policy_51143,0.19270047203867624
policy_39682,0.13110728982611544
policy_64324,0.11984404806672676
policy_99649,0.05995210229723564
policy_43850,0.13669203044142633
policy_72462,0.04142546620804085
policy_30770,0.03249591494249485
policy_66198,0.04064405332257724
policy_1275,0.14029654135449093
policy_15075,0.04982881924442616
policy_29770,0.06292755356860673
policy_22904,0.028471796612636647
policy_37899,0.06911404750316323
policy_28230,0.0802529907163904
policy_45680,0.15300240777147464
policy_19098,0.05381215811786077
policy_91576,0.06171050995951355
policy_91610,0.5576696961924333
policy_80033,0.260348416004389
policy_78400,0.3004402073131031
policy_26340,0.04443918570648651
policy_48699,0.24518219164343655
policy_5398,0.1092451747924635
policy_57091,0.1806562733899176
policy_22104,0.060452222102067535
policy_62466,0.33898352326018505
policy_95498,0.041450770074718854
policy_95226,0.02542243668174234
policy_2914,0.2173221786729259
policy_69953,0.04418569436755859
policy_15503,0.10950695142381157
policy_69659,0.07201314710475352
policy_12782,0.2282021694572827
policy_76951,0.0721854119603032
policy_13503,0.03501881824284571
policy_1181,0.03656094862581047
policy_47090,0.17821841252174586
policy_71834,0.30837647370315374
policy_1839,0.10205591061215076
policy_90725,0.20009959807795702
policy_69229,0.12180910576869754
policy_81974,0.1982119717951186
policy_49570,0.41091913746655073
policy_67628,0.09613821419433377
policy_40888,0.19391372714496463
policy_60619,0.03548307062572066
policy_72778,0.1292457878969862
policy_98609,0.05681716413468505
policy_68670,0.23385600908532572
policy_5971,0.31849293599380324
policy_38243,0.4196670860264293
policy_87940,0.12840522200456916
policy_6736,0.09496068169109625
policy_72470,0.19609840186139027
policy_47533,0.3773633230450576
policy_40409,0.04120665536503762
policy_78028,0.04999068056991655
policy_38871,0.027110471893096427
policy_42996,0.14216715938682434
policy_32570,0.02401582644633378
policy_15520,0.07678652740525692
policy_31323,0.048909134906363325
policy_22706,0.04215689827276499
policy_75179,0.06898100935528242
policy_94381,0.11963094783997456
policy_13501,0.061094770762758745
policy_16712,0.0870340990024315
policy_38913,0.11056467144592388
policy_14218,0.04148084115915302
policy_56002,0.5689070418060751
policy_91881,0.16460652875269263
policy_48283,0.26358626965738446
policy_93202,0.06525328702906162
policy_80980,0.06259641658872378
policy_60696,0.3280016914099167
policy_11663,0.0957823690675117
policy_55640,0.09965408562656639
policy_85961,0.07767849167284412
policy_73064,0.12418967651725091
policy_73638,0.07645484767675435
policy_21357,0.0449588254045575
policy_21904,0.035672444189223086
policy_17902,0.0464912919420076
policy_55423,0.1496123996015495
policy_72517,0.03907388086970797
policy_96163,0.06234126084342513
policy_23941,0.05424501268604056
policy_56237,0.0554661554530158
policy_18839,0.0885764811691621
policy_14453,0.020501942061268055
policy_95843,0.07241460494979696
policy_21726,0.06702969990002575
policy_97701,0.0639791407352443
policy_73763,0.21919046018138633
policy_38023,0.04757797972957155
policy_39527,0.17141482920705572
policy_51924,0.3059541851479932
policy_94943,0.2216461270859949
policy_57194,0.12424566481131817
policy_25342,0.0421429193822236
policy_25773,0.13809801862025636
policy_98249,0.1903988156293925
policy_81102,0.0822623569940061
policy_86680,0.042878309465898046
policy_4142,0.1410427210112749
policy_90372,0.20608913653603694
policy_15426,0.2128966489410841
policy_73954,0.047237589781580096
policy_84490,0.13400620844684177
policy_8404,0.07920821204858144
policy_28462,0.18452933350452275
policy_4917,0.29277528075384934
policy_7040,0.048969340255599306
policy_35293,0.11923064146613363
policy_68810,0.16653177649414755
policy_43243,0.2900331384478582
policy_66108,0.13604211669692207
policy_86908,0.08854886287689068
policy_71679,0.0788974706794353
policy_52919,0.35329242834756347
policy_89123,0.1332565493575492
policy_45269,0.2306468621491689
policy_68359,0.09443473264407035
policy_18550,0.14357578301847929
policy_77550,0.12077017380192476
policy_62456,0.21324584928531623
policy_2707,0.13354744989244624
policy_78604,0.0899751184490487
policy_76176,0.3274610336368191
policy_60220,0.10021989898078063
policy_45509,0.12996078974258435
policy_23620,0.44892498015506715
policy_49543,0.25107428399105114
policy_74396,0.19033496839559177
policy_13176,0.027075591953138974
policy_88669,0.1529690113258805
policy_1092,0.0610374975553939
policy_80500,0.16691992654079604
policy_2166,0.09076522265899539
policy_10503,0.08890450204617485
policy_87870,0.1486263463296218
policy_2303,0.12538104250122592
policy_75362,0.38407732228645103
policy_85348,0.09816624751585783
policy_68168,0.10575687442157897
policy_40934,0.07296733396404309
policy_31500,0.045886055378918225
policy_69760,0.15416958344117243
policy_87084,0.08099861353046565
policy_8059,0.11570801613552441
policy_17358,0.27270084166077424
policy_56819,0.2240632660398111
policy_60787,0.3480548433637394
policy_12102,0.051622503748951276
policy_24841,0.2000806296432053
policy_13290,0.04963492427906306
policy_32371,0.06679711156343789
policy_78051,0.09749574009554722
policy_81531,0.1445584985226954
policy_58524,0.13793534381695588
policy_89182,0.07369877717123788
policy_44800,0.10881638907428896
policy_266,0.027038649981456258
policy_68155,0.13073084504727955
policy_74562,0.047098356128173924
policy_27834,0.13335700675244844
policy_22888,0.14981986489709523
policy_45967,0.09644000450488331
policy_91003,0.22775084427934375
policy_77938,0.055858724143100766
policy_69759,0.150252121048092
policy_71319,0.0719314587917022
policy_7093,0.031503242149599014
policy_27315,0.15485304850996753
policy_15033,0.04639101171539424
policy_60962,0.10836725653479208
policy_73358,0.04601194267755051
policy_99217,0.031837178051942035
policy_214,0.02330716571747901
policy_34948,0.042524146912761296
policy_99936,0.02971887075441535
policy_10374,0.06957394374844328
policy_57978,0.2705722542162229
policy_29247,0.10989217153771337
policy_982,0.10938735313377644
policy_60943,0.1277892687065644
policy_42939,0.2490830836181008
policy_75377,0.13641565571843373
policy_6829,0.18976751589542376
policy_24908,0.03992773932442971
policy_93601,0.2773684159065668
policy_11456,0.021929152782256094
policy_26765,0.03052968715648835
policy_9755,0.043791408378183315
policy_37501,0.08554698199847217
policy_65455,0.18984071030322927
policy_88987,0.25599616354117216
